Id,Age,Job,Sex,Marital,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,CallStart,CallEnd,CarInsurance,IncomeGroup
2303,46,management,Male,married,0,0,0,0,cellular,18,nov,2,110,3,17:37:29,17:49:25,1,3
2304,30,management,Male,single,0,685,0,0,cellular,5,aug,2,-1,0,14:19:28,14:24:27,0,3
2305,31,management,Female,single,0,617,0,0,cellular,4,jun,1,97,2,10:34:46,10:54:07,1,2
2306,73,retired,Female,single,0,1050,0,0,cellular,4,mar,3,181,2,14:40:35,14:49:57,1,2
2307,59,unemployed,Female,married,0,957,0,0,cellular,8,mar,1,89,2,9:18:29,9:23:30,1,3
2308,31,management,Male,single,0,38279,0,0,cellular,16,jul,2,-1,0,10:34:52,10:38:37,0,3
2309,50,blue-collar,Female,married,0,-522,1,0,cellular,13,may,3,-1,0,11:38:10,11:52:33,1,3
2310,32,management,Male,single,0,435,1,1,cellular,15,may,3,-1,0,13:47:46,13:59:02,0,3
2311,55,management,Male,divorced,0,2037,0,0,cellular,4,feb,2,94,3,10:22:07,10:27:12,1,3
2312,50,services,Male,divorced,0,580,0,0,telephone,17,jun,2,-1,0,10:25:51,10:27:19,0,3
2313,34,management,Female,married,0,606,0,0,cellular,20,apr,1,-1,0,17:09:17,17:10:54,1,3
2314,27,student,Female,single,0,910,1,1,telephone,27,may,1,-1,0,9:21:47,9:23:04,0,3
2315,35,management,Female,married,0,178,0,0,cellular,14,aug,2,-1,0,13:06:44,13:08:00,0,2
2316,26,admin,Male,single,0,74,0,1,cellular,16,jul,2,-1,0,12:03:34,12:10:33,0,1
2317,70,retired,Male,married,0,2626,0,0,cellular,2,sep,2,-1,0,10:53:38,10:55:58,1,2
2318,30,technician,Female,single,0,2530,1,0,telephone,9,may,1,-1,0,11:48:52,11:50:02,0,3
2319,56,retired,Female,married,0,-1,0,0,cellular,27,aug,23,-1,0,14:30:52,14:32:21,0,1
2320,51,retired,Female,married,0,34,1,0,cellular,16,jul,2,-1,0,12:59:20,13:00:29,0,2
2321,58,admin,Male,married,0,2160,1,1,cellular,5,may,1,-1,0,14:49:15,15:07:25,1,3
2322,26,services,Male,single,0,256,1,0,cellular,4,may,2,-1,0,10:18:33,10:20:14,0,3
2323,52,management,Female,married,0,751,0,0,cellular,14,may,4,371,5,16:36:39,16:39:24,0,1
2324,35,management,Male,single,0,538,0,0,cellular,22,dec,3,165,2,13:08:19,13:15:09,1,1
2325,32,technician,Female,married,0,901,1,0,telephone,21,may,3,-1,0,11:30:10,11:31:52,0,1
2326,36,unemployed,Male,married,1,-318,1,0,telephone,15,may,2,-1,0,10:44:07,10:46:20,0,1
2327,46,admin,Female,married,0,3098,1,0,telephone,21,nov,9,-1,0,10:00:32,10:03:44,0,2
2328,58,self-employed,Male,married,0,-364,1,0,telephone,5,may,1,-1,0,16:17:27,16:23:22,0,2
2329,31,technician,Male,single,0,365,0,0,telephone,4,jul,1,-1,0,16:32:07,16:36:24,0,2
2330,28,admin,Female,single,0,373,1,0,cellular,4,feb,1,-1,0,15:28:24,15:30:30,0,2
2331,35,self-employed,Male,married,0,182,0,1,telephone,5,jun,1,-1,0,13:41:21,13:47:40,0,1
2332,49,blue-collar,Male,married,0,399,0,0,cellular,29,jan,1,-1,0,15:36:21,15:47:40,0,2
2333,65,retired,Female,married,0,20806,0,0,telephone,8,apr,2,-1,0,12:22:13,12:30:56,1,3
2334,31,management,Female,single,0,3384,0,0,cellular,16,sep,1,104,2,14:24:34,14:27:07,1,3
2335,39,blue-collar,Male,married,0,285,1,1,telephone,6,may,1,-1,0,14:37:39,14:41:08,0,3
2336,42,admin,Female,divorced,0,936,0,0,cellular,30,jan,1,-1,0,9:37:34,9:53:05,1,3
2337,26,management,Female,single,0,1623,0,0,cellular,2,jun,1,-1,0,13:20:00,13:27:59,1,3
2338,19,student,Female,single,0,372,0,0,telephone,8,jul,3,-1,0,9:17:25,9:24:49,1,2
2339,48,services,Male,married,0,0,1,0,cellular,2,apr,1,267,1,11:49:31,11:51:57,0,2
2340,33,technician,Female,single,0,3689,0,0,cellular,27,aug,3,-1,0,12:05:04,12:12:29,1,2
2341,64,housemaid,Female,married,0,2645,0,0,telephone,3,feb,2,-1,0,11:43:12,11:46:51,1,1
2342,42,management,Male,married,0,2819,1,0,cellular,18,nov,2,-1,0,15:17:03,15:19:32,0,1
2343,48,admin,Female,married,0,0,1,0,cellular,8,may,1,168,2,12:46:37,12:48:02,0,1
2344,58,blue-collar,Male,married,0,590,0,1,cellular,19,nov,1,167,1,13:16:35,13:18:51,0,2
2345,63,retired,Male,single,0,791,0,0,cellular,21,oct,2,-1,0,12:15:22,12:18:54,1,1
2346,48,housemaid,Male,married,0,468,1,0,telephone,14,may,1,-1,0,9:54:47,9:58:27,0,2
2347,38,services,Male,single,0,1222,1,0,telephone,5,jun,2,-1,0,13:58:55,14:02:52,0,1
2348,30,services,Male,single,0,438,1,0,cellular,18,may,1,178,1,11:06:09,11:07:47,0,3
2349,39,blue-collar,Male,married,0,203,1,0,telephone,3,jun,1,-1,0,16:36:44,16:39:07,0,3
2350,58,management,Female,married,0,3864,1,0,cellular,15,jul,4,-1,0,16:22:45,16:36:20,1,3
2351,24,student,Female,single,0,23878,0,0,cellular,18,feb,1,-1,0,10:35:08,10:38:13,1,3
2352,38,blue-collar,Male,single,0,522,1,0,telephone,2,jun,1,-1,0,14:09:37,14:12:13,0,1
2353,37,blue-collar,Male,married,0,426,1,0,cellular,13,may,3,345,3,16:45:39,16:51:02,0,2
2354,51,retired,Female,married,0,1295,0,1,telephone,20,jun,2,-1,0,17:20:41,17:25:29,0,3
2355,46,blue-collar,Female,married,0,1085,1,1,cellular,15,may,2,353,58,15:05:29,15:14:12,1,1
2356,46,admin,Female,married,0,974,0,0,cellular,5,jun,2,80,1,13:27:50,13:30:44,1,2
2357,26,blue-collar,Female,single,0,644,0,0,cellular,2,dec,1,-1,0,10:43:38,10:49:24,1,2
2358,53,admin,Male,married,0,2851,0,1,telephone,1,jun,1,119,1,14:27:49,14:29:18,0,3
2359,42,blue-collar,Female,single,0,177,1,0,cellular,14,may,2,-1,0,12:17:25,12:20:19,0,3
2360,35,management,Female,single,0,397,1,0,cellular,17,apr,1,-1,0,17:00:55,17:10:49,1,3
2361,35,admin,Female,single,0,111,1,0,cellular,29,jan,1,195,3,16:46:54,16:47:49,0,3
2362,25,self-employed,Male,single,0,1179,0,0,cellular,17,aug,1,83,2,13:57:12,13:57:55,0,2
2363,51,unemployed,Female,married,0,760,1,0,telephone,14,may,1,-1,0,17:14:44,17:21:35,0,3
2364,52,management,Female,married,0,218,1,0,telephone,2,jun,12,-1,0,13:04:28,13:12:38,0,3
2365,35,management,Female,married,0,0,0,0,cellular,22,may,1,-1,0,14:30:46,14:32:24,0,3
2366,39,management,Male,single,0,1092,0,0,cellular,26,aug,7,-1,0,12:15:04,12:18:29,0,2
2367,19,student,Male,single,0,302,0,0,cellular,16,jul,1,-1,0,12:49:49,12:53:14,1,3
2368,41,blue-collar,Female,married,0,281,1,0,cellular,14,may,4,-1,0,13:21:07,13:23:10,0,1
2369,30,services,Male,single,0,803,0,0,cellular,30,apr,1,-1,0,9:17:17,9:21:20,0,2
2370,56,management,Male,married,0,505,1,1,cellular,5,may,1,169,3,15:18:17,15:21:58,0,1
2371,28,blue-collar,Male,married,0,255,1,0,cellular,29,jan,2,-1,0,9:18:05,9:28:07,0,3
2372,30,unemployed,Female,single,0,2424,0,0,cellular,15,feb,1,95,2,11:48:41,11:54:18,1,1
2373,39,services,Female,single,0,158,1,0,cellular,21,nov,1,168,2,15:32:05,15:35:08,0,3
2374,24,technician,Female,single,0,598,0,0,cellular,12,may,1,182,2,16:44:26,16:57:08,1,2
2375,40,admin,Female,divorced,0,2129,0,0,cellular,30,apr,1,-1,0,14:27:41,14:35:13,1,3
2376,62,retired,Female,married,0,800,0,0,cellular,17,feb,1,-1,0,9:40:30,9:52:47,1,2
2377,45,admin,Male,married,0,0,0,0,cellular,19,aug,10,-1,0,16:23:33,16:25:58,0,1
2378,37,management,Female,married,0,825,1,0,cellular,11,aug,5,-1,0,13:56:27,14:00:01,0,3
2379,57,retired,Female,divorced,0,698,0,0,telephone,9,dec,3,191,2,17:26:53,17:29:08,0,2
2380,34,student,Female,single,0,1011,0,0,cellular,1,jun,1,-1,0,16:30:02,16:34:15,1,2
2381,58,entrepreneur,Female,married,0,670,1,0,cellular,12,may,1,-1,0,16:50:46,17:11:58,1,2
2382,75,self-employed,Male,married,0,4984,0,0,telephone,28,oct,1,-1,0,11:44:56,11:53:25,1,2
2383,37,management,Female,married,0,3794,0,0,cellular,18,aug,1,379,1,12:01:46,12:04:13,0,1
2384,32,services,Female,married,0,914,0,0,cellular,15,jun,1,-1,0,17:56:22,18:02:34,1,3
2385,36,admin,Male,married,0,96,0,0,cellular,2,feb,1,-1,0,16:28:52,16:33:54,1,2
2386,37,management,Female,married,0,6771,0,0,cellular,7,sep,1,186,1,14:05:19,14:10:56,1,3
2387,38,self-employed,Female,married,0,1029,1,0,cellular,4,feb,3,223,1,11:42:28,11:45:54,0,1
2388,32,technician,Female,married,0,4887,1,0,cellular,17,apr,3,-1,0,16:30:59,16:35:05,0,2
2389,61,technician,Male,married,0,1263,0,0,telephone,18,feb,4,-1,0,16:05:42,16:08:38,0,2
2390,41,admin,Male,divorced,0,6046,1,1,telephone,15,mar,6,182,2,16:53:22,16:58:22,1,1
2391,29,management,Male,married,0,51,1,0,cellular,17,jul,5,-1,0,17:19:29,17:41:28,1,3
2392,45,blue-collar,Female,married,0,458,1,1,cellular,11,jul,2,-1,0,9:59:05,10:01:30,0,1
2393,30,technician,Male,single,0,4684,1,0,cellular,30,apr,3,-1,0,13:41:57,13:46:25,1,2
2394,33,admin,Male,married,0,1467,1,0,telephone,20,may,2,-1,0,9:37:00,9:38:25,0,2
2395,52,management,Male,single,0,1205,0,0,telephone,19,aug,20,-1,0,16:11:18,16:11:36,0,3
2396,36,management,Male,single,0,1379,0,0,cellular,25,may,1,186,1,9:07:35,9:10:44,1,2
2397,48,blue-collar,Male,married,0,893,0,0,cellular,13,aug,2,-1,0,10:33:36,10:34:38,0,1
2398,35,blue-collar,Male,married,0,1388,1,0,telephone,28,may,5,-1,0,9:23:19,9:25:18,0,1
2399,59,retired,Female,married,1,49,0,1,telephone,1,jul,4,-1,0,13:32:09,13:42:11,0,2
2400,26,management,Male,single,0,222,0,0,cellular,26,apr,1,334,1,12:25:42,12:28:54,1,2
2401,22,student,Male,single,0,23,0,0,cellular,27,oct,1,-1,0,10:44:24,10:46:41,1,3
2402,40,management,Male,married,0,3185,0,0,cellular,18,nov,1,-1,0,10:03:23,10:05:12,0,3
2403,49,management,Female,married,0,1623,1,0,cellular,19,nov,2,-1,0,14:04:46,14:22:47,1,2
2404,40,blue-collar,Male,single,0,1,1,0,telephone,8,may,1,-1,0,17:10:14,17:13:24,0,1
2405,52,blue-collar,Male,married,0,8180,1,0,cellular,13,apr,1,144,1,11:27:43,11:29:04,0,1
2406,49,blue-collar,Female,single,0,2146,1,0,cellular,7,may,2,353,2,11:40:44,12:06:00,1,1
2407,48,management,Male,divorced,0,507,1,0,cellular,9,apr,1,-1,0,12:16:01,12:24:49,0,3
2408,45,blue-collar,Male,married,0,4646,1,0,telephone,13,may,1,-1,0,16:54:58,16:56:56,0,3
2409,48,self-employed,Female,married,0,3118,0,0,cellular,13,aug,2,-1,0,11:50:44,11:56:55,0,3
2410,41,services,Male,married,0,881,0,0,cellular,30,oct,3,-1,0,12:11:33,12:15:50,1,2
2411,34,services,Female,married,0,0,0,0,cellular,7,jul,3,-1,0,12:23:45,12:26:25,0,3
2412,51,retired,Male,married,0,67,0,0,telephone,18,jun,1,-1,0,15:46:22,16:00:17,1,1
2413,27,unemployed,Female,single,0,9,0,1,cellular,9,jul,2,-1,0,10:57:49,11:13:08,1,2
2414,22,student,Male,single,0,330,1,0,cellular,18,may,1,-1,0,12:41:31,12:43:16,0,3
2415,27,student,Female,married,0,119,1,0,cellular,16,jul,2,-1,0,11:17:35,11:30:36,1,2
2416,37,blue-collar,Male,married,0,2120,1,0,cellular,15,may,3,175,4,16:47:19,16:58:14,1,1
2417,22,student,Female,single,0,552,0,0,cellular,1,sep,1,-1,0,12:35:09,12:40:36,1,2
2418,30,blue-collar,Female,married,0,2,1,1,cellular,17,apr,2,326,1,16:40:01,16:44:52,0,3
2419,32,technician,Male,single,0,493,0,0,cellular,13,aug,2,-1,0,16:54:23,16:59:12,0,2
2420,40,admin,Male,single,0,985,1,0,cellular,4,jun,3,50,8,12:14:55,12:24:47,1,2
2421,29,admin,Male,single,0,265,1,0,cellular,25,nov,1,184,1,17:04:34,17:11:28,1,3
2422,39,management,Female,single,0,0,1,0,cellular,18,nov,2,-1,0,16:27:07,16:37:40,0,2
2423,25,student,Female,single,0,326,0,0,cellular,26,may,1,-1,0,13:23:33,13:30:03,1,3
2424,34,services,Male,single,0,0,1,0,telephone,5,may,1,-1,0,13:33:07,13:35:29,0,1
2425,51,retired,Male,single,0,730,1,0,telephone,18,nov,2,-1,0,15:36:35,15:41:22,0,3
2426,44,technician,Female,married,0,755,0,1,cellular,31,jul,4,-1,0,13:49:12,14:03:01,1,3
2427,32,blue-collar,Male,married,0,225,1,0,cellular,17,apr,1,150,1,16:51:46,17:01:20,1,2
2428,32,management,Male,single,0,1625,1,0,cellular,19,aug,6,-1,0,13:07:49,13:15:20,0,2
2429,46,admin,Male,married,0,556,1,1,telephone,15,may,3,-1,0,11:02:27,11:13:13,1,2
2430,24,student,Female,single,0,1235,0,0,cellular,14,jul,4,93,6,10:58:05,11:03:39,1,2
2431,53,admin,Female,divorced,0,257,0,0,cellular,11,jul,2,-1,0,12:33:01,12:54:51,1,1
2432,52,services,Male,married,0,431,0,0,cellular,26,aug,17,-1,0,12:31:09,12:32:22,0,1
2433,50,technician,Male,divorced,0,-556,1,1,cellular,22,jul,2,-1,0,15:05:55,15:10:25,0,1
2434,30,blue-collar,Female,single,0,161,0,1,telephone,8,sep,3,-1,0,17:33:56,17:38:54,1,2
2435,60,retired,Female,married,0,846,0,0,telephone,26,may,1,-1,0,15:38:56,16:01:22,1,1
2436,30,technician,Male,single,0,880,1,1,telephone,19,may,6,-1,0,16:04:02,16:20:09,1,1
2437,55,unemployed,Female,married,0,1212,0,0,cellular,31,aug,1,92,1,12:39:02,12:43:03,0,3
2438,31,blue-collar,Male,married,0,150,1,0,telephone,14,may,2,-1,0,16:14:29,16:15:37,0,1
2439,56,technician,Male,married,0,0,1,0,cellular,20,apr,1,-1,0,14:26:38,14:30:47,0,3
2440,28,blue-collar,Male,single,0,1112,1,0,telephone,16,may,2,-1,0,9:53:33,10:07:20,0,2
2441,57,retired,Male,divorced,0,720,0,0,telephone,17,feb,4,-1,0,13:47:38,13:51:00,1,1
2442,40,management,Male,divorced,0,3426,0,0,cellular,11,aug,3,-1,0,9:34:30,9:36:04,0,1
2443,46,blue-collar,Female,single,0,2851,1,0,telephone,19,may,2,-1,0,11:52:48,11:54:50,0,1
2444,37,unemployed,Male,single,0,1316,1,0,cellular,18,nov,1,172,2,17:52:48,17:59:17,0,1
2445,41,services,Male,divorced,0,1583,1,0,cellular,9,jul,1,-1,0,9:07:19,9:18:21,1,2
2446,37,services,Male,married,0,523,1,0,telephone,19,nov,1,-1,0,11:17:14,11:17:35,0,3
2447,35,blue-collar,Male,married,0,444,0,0,cellular,2,jun,2,-1,0,15:38:18,15:39:17,0,1
2448,33,services,Female,divorced,0,44,0,1,cellular,23,jul,1,-1,0,17:14:20,17:23:09,1,1
2449,27,admin,Male,married,0,73,0,0,cellular,10,feb,1,-1,0,15:47:32,15:50:11,1,3
2450,28,management,Female,single,0,223,1,0,telephone,27,aug,2,119,1,15:43:05,15:45:42,1,2
2451,54,management,Male,divorced,0,300,1,0,cellular,20,nov,2,-1,0,16:12:14,16:21:36,1,3
2452,35,admin,Male,divorced,0,1224,1,0,cellular,3,nov,1,-1,0,15:15:38,15:18:45,1,2
2453,47,entrepreneur,Male,married,0,0,0,0,telephone,18,nov,2,-1,0,12:42:47,12:44:30,0,3
2454,42,management,Female,married,0,1435,1,0,cellular,7,may,1,-1,0,13:26:31,13:45:39,1,1
2455,31,management,Male,married,0,1812,0,0,cellular,12,aug,1,104,1,17:37:32,17:39:24,0,1
2456,32,technician,Male,single,0,4071,0,0,cellular,30,jun,2,-1,0,13:43:33,13:48:52,1,1
2457,26,admin,Male,married,0,354,1,0,cellular,8,may,5,347,5,16:12:33,16:17:15,0,1
2458,39,blue-collar,Female,married,0,3231,1,1,telephone,5,jun,2,-1,0,9:54:21,9:57:05,0,1
2459,60,blue-collar,Female,married,0,0,0,1,cellular,13,aug,4,-1,0,17:02:20,17:07:44,0,1
2460,52,self-employed,Female,married,0,273,0,0,telephone,7,may,1,-1,0,15:57:45,16:01:32,0,3
2461,28,self-employed,Male,single,0,-395,1,0,telephone,30,jun,4,-1,0,13:42:02,13:44:23,0,2
2462,33,admin,Male,divorced,0,294,1,0,cellular,8,may,1,-1,0,9:35:53,9:48:36,1,3
2463,44,blue-collar,Male,married,0,6491,1,0,cellular,19,nov,2,174,1,9:00:53,9:02:59,0,1
2464,67,retired,Female,divorced,0,704,0,0,cellular,8,feb,2,97,1,14:59:07,15:02:13,1,1
2465,36,management,Female,married,0,6153,0,0,telephone,17,nov,3,-1,0,16:34:40,16:38:40,0,2
2466,37,blue-collar,Male,married,0,3370,1,0,cellular,20,nov,4,-1,0,16:32:27,16:35:03,0,2
2467,52,admin,Female,married,0,941,0,0,cellular,4,feb,2,-1,0,11:13:06,11:14:35,0,2
2468,55,retired,Female,divorced,0,2204,0,0,cellular,22,feb,1,264,1,14:29:12,14:33:33,1,3
2469,28,student,Male,single,0,404,1,0,cellular,18,may,2,367,4,10:26:46,10:27:19,0,3
2470,33,entrepreneur,Male,married,0,87,1,1,cellular,21,nov,4,-1,0,10:45:00,10:47:21,0,3
2471,38,self-employed,Female,married,0,3139,1,0,cellular,18,nov,2,-1,0,12:01:52,12:04:49,0,1
2472,67,retired,Female,married,0,1146,0,0,cellular,13,nov,1,92,2,11:06:08,11:10:27,1,3
2473,40,services,Male,married,0,-9,1,0,telephone,15,may,2,-1,0,17:40:43,17:56:03,1,3
2474,38,admin,Female,married,0,755,1,0,cellular,17,feb,1,-1,0,17:23:29,17:25:29,1,3
2475,29,technician,Male,single,0,262,1,1,cellular,29,jul,9,-1,0,9:07:02,9:15:32,0,1
2476,30,admin,Female,single,0,-213,1,1,telephone,27,may,1,-1,0,16:45:14,16:57:45,1,2
2477,45,admin,Male,divorced,0,2519,0,0,cellular,21,nov,1,-1,0,11:25:20,11:33:10,0,3
2478,32,blue-collar,Male,married,0,902,1,0,telephone,27,may,2,-1,0,12:11:23,12:13:09,0,1
2479,54,technician,Male,married,0,1349,0,0,telephone,11,aug,6,-1,0,17:02:39,17:14:16,0,1
2480,25,admin,Female,single,0,96,0,0,telephone,26,may,1,-1,0,14:26:47,14:31:40,0,1
2481,37,technician,Male,married,0,122,0,0,cellular,25,jun,2,318,3,11:56:42,12:01:08,1,1
2482,52,technician,Male,married,0,0,1,0,cellular,7,sep,1,294,1,9:51:49,9:55:20,1,1
2483,27,admin,Male,married,0,1595,0,0,cellular,29,dec,2,197,2,16:59:42,17:02:58,1,2
2484,37,management,Female,married,0,5106,0,0,cellular,30,apr,1,-1,0,13:40:25,13:44:29,1,2
2485,55,blue-collar,Male,married,0,0,0,0,telephone,12,jun,2,-1,0,17:01:33,17:11:47,1,3
2486,48,blue-collar,Female,married,0,1405,1,0,telephone,14,may,2,-1,0,10:50:14,11:00:43,1,3
2487,51,management,Female,married,0,346,0,0,cellular,12,feb,1,92,5,17:46:33,17:48:35,1,1
2488,31,technician,Female,single,0,198,0,0,cellular,30,jan,4,-1,0,17:49:54,17:56:00,0,2
2489,38,technician,Male,married,0,4539,0,0,cellular,16,sep,1,-1,0,16:16:04,16:22:31,1,1
2490,31,management,Male,married,0,141,1,0,cellular,4,feb,2,238,7,15:32:50,15:42:22,1,2
2491,40,services,Female,single,0,65,1,0,cellular,15,may,3,-1,0,9:23:52,9:24:07,0,3
2492,41,blue-collar,Male,married,0,429,1,0,telephone,13,may,1,-1,0,10:35:01,10:39:05,0,1
2493,46,blue-collar,Male,married,0,640,1,0,cellular,12,mar,1,182,4,9:12:21,9:15:56,1,3
2494,32,blue-collar,Female,married,0,101,1,0,telephone,19,may,4,-1,0,14:48:23,14:51:34,0,1
2495,38,management,Female,married,0,1308,1,0,cellular,2,feb,1,-1,0,9:06:43,9:17:09,1,1
2496,59,unemployed,Male,married,0,4497,1,0,cellular,4,feb,1,251,1,17:43:31,17:47:04,0,2
2497,41,blue-collar,Female,married,0,258,1,0,telephone,7,may,1,-1,0,10:02:51,10:07:03,0,2
2498,31,blue-collar,Male,married,0,873,1,0,telephone,23,may,4,-1,0,13:39:31,13:41:56,0,2
2499,48,management,Female,married,0,1167,1,1,cellular,1,jun,1,-1,0,9:08:22,9:12:46,1,1
2500,37,management,Female,married,0,238,0,0,cellular,3,feb,1,92,1,17:23:29,17:26:34,1,2
2501,28,services,Male,single,0,0,0,1,cellular,16,jul,1,-1,0,12:12:33,12:14:46,0,3
2502,47,management,Female,single,0,512,0,0,cellular,15,jul,2,-1,0,10:52:19,10:53:57,0,1
2503,56,services,Male,married,0,705,1,0,telephone,29,may,2,-1,0,9:54:20,9:56:51,0,1
2504,45,management,Male,married,0,1034,0,1,cellular,24,jul,4,-1,0,10:14:35,10:44:55,0,1
2505,30,unemployed,Female,single,0,79,0,1,cellular,5,feb,2,196,1,9:12:48,9:21:36,0,2
2506,29,unemployed,Male,single,0,70,0,0,cellular,25,may,1,-1,0,12:30:12,12:36:45,1,1
2507,40,unemployed,Female,married,0,219,1,0,cellular,17,nov,2,196,1,9:58:16,10:01:40,0,3
2508,65,retired,Male,married,0,3629,0,0,cellular,27,apr,1,-1,0,17:00:33,17:03:01,1,3
2509,46,management,Male,married,0,0,0,0,cellular,27,aug,2,-1,0,11:38:55,11:40:56,0,2
2510,31,blue-collar,Female,married,0,3311,1,0,telephone,20,may,1,-1,0,17:55:09,18:07:08,1,3
2511,33,blue-collar,Female,married,0,43,1,0,cellular,14,may,2,358,2,12:43:08,12:48:40,0,1
2512,47,management,Female,married,0,4189,1,0,cellular,19,nov,3,-1,0,12:44:28,12:52:37,1,1
2513,45,blue-collar,Male,married,0,1291,1,0,cellular,28,aug,17,-1,0,9:52:21,9:55:30,0,3
2514,35,management,Female,single,0,643,1,0,telephone,23,may,1,-1,0,14:15:27,14:20:49,0,1
2515,41,housemaid,Female,married,0,879,0,0,telephone,5,jun,2,-1,0,17:20:17,17:37:50,1,3
2516,28,admin,Female,single,0,24,1,0,cellular,18,jul,2,-1,0,14:17:49,14:24:44,1,2
2517,35,admin,Male,married,0,-203,1,0,cellular,11,jul,2,-1,0,12:47:53,13:15:22,1,2
2518,36,technician,Male,married,0,202,0,0,cellular,29,jan,1,120,3,11:46:43,11:51:56,1,1
2519,49,management,Male,divorced,0,351,1,0,cellular,21,jul,2,-1,0,16:19:21,16:25:17,0,3
2520,43,blue-collar,Female,married,1,-7,0,0,telephone,8,may,1,-1,0,13:19:05,13:20:15,0,1
2521,36,admin,Female,single,0,5007,1,0,cellular,8,oct,3,331,4,15:47:50,15:50:05,0,3
2522,29,self-employed,Female,single,0,814,0,0,telephone,13,aug,1,-1,0,17:39:10,17:46:51,1,3
2523,56,unemployed,Male,married,0,12,0,0,cellular,12,oct,3,187,1,16:18:47,16:27:18,1,1
2524,55,technician,Male,married,0,0,0,0,cellular,19,nov,1,-1,0,10:23:49,10:29:25,0,1
2525,83,retired,Female,married,0,0,0,0,cellular,18,mar,10,-1,0,13:06:54,13:09:14,0,3
2526,34,management,Female,single,0,681,0,0,cellular,6,aug,2,-1,0,10:00:14,10:10:51,1,2
2527,29,admin,Male,married,0,7707,1,0,cellular,29,apr,2,334,2,13:32:15,13:48:16,1,2
2528,43,technician,Female,divorced,0,353,1,0,telephone,23,may,1,-1,0,13:26:23,13:28:56,0,2
2529,27,entrepreneur,Female,married,0,2329,0,0,telephone,27,oct,1,-1,0,10:02:27,10:04:38,1,3
2530,68,retired,Female,divorced,0,4189,0,0,telephone,14,jul,2,-1,0,12:27:49,12:42:46,1,2
2531,31,self-employed,Male,single,0,17924,1,0,cellular,14,may,1,174,3,15:54:42,16:07:07,1,2
2532,33,technician,Male,single,0,258,0,0,cellular,12,mar,4,-1,0,12:50:16,12:51:36,1,1
2533,51,blue-collar,Female,married,0,4787,1,0,cellular,7,apr,1,-1,0,10:07:13,10:22:08,1,2
2534,76,retired,Male,divorced,0,2693,0,0,cellular,23,apr,5,184,2,9:35:31,9:37:20,0,2
2535,35,blue-collar,Female,married,0,0,1,1,cellular,20,apr,3,-1,0,15:20:11,15:22:14,0,1
2536,36,services,Female,single,0,1482,1,0,cellular,18,nov,2,174,1,10:47:07,10:50:04,0,1
2537,32,blue-collar,Male,married,0,356,1,0,cellular,8,may,3,-1,0,12:25:25,12:32:56,0,2
2538,39,blue-collar,Male,married,0,167,1,1,cellular,12,may,1,-1,0,12:55:27,13:05:39,1,3
2539,30,blue-collar,Male,single,0,327,1,0,telephone,18,may,2,-1,0,9:24:34,9:24:55,0,1
2540,58,housemaid,Female,divorced,0,3858,0,0,telephone,29,jul,6,-1,0,10:36:45,10:37:38,0,1
2541,29,admin,Female,married,0,943,1,0,telephone,4,jun,1,-1,0,11:37:53,11:43:48,0,2
2542,26,services,Female,single,0,1347,0,0,telephone,18,jun,6,92,5,17:06:49,17:11:29,1,1
2543,51,management,Male,married,0,7631,0,0,cellular,20,aug,8,-1,0,15:04:42,15:19:38,0,1
2544,50,admin,Male,married,0,82,0,0,cellular,22,aug,4,-1,0,13:40:43,13:42:24,0,3
2545,26,student,Male,single,0,100,0,0,cellular,26,may,1,-1,0,11:19:19,11:26:44,1,3
2546,31,services,Male,single,0,1025,0,0,telephone,20,may,3,-1,0,9:06:36,9:07:48,0,1
2547,31,admin,Male,single,0,2004,0,0,cellular,19,nov,1,-1,0,15:57:07,15:59:04,0,3
2548,27,admin,Male,single,0,557,1,0,cellular,13,may,2,-1,0,16:35:31,16:43:17,0,3
2549,59,technician,Male,married,0,2528,0,1,telephone,19,jun,1,-1,0,10:26:58,10:30:34,0,2
2550,34,admin,Male,divorced,0,479,1,0,cellular,12,may,1,350,5,17:42:20,17:50:55,1,1
2551,34,technician,Female,married,0,5060,1,0,cellular,21,aug,21,-1,0,13:13:30,13:13:42,0,2
2552,39,blue-collar,Male,married,0,867,1,0,telephone,7,may,1,-1,0,13:50:07,13:58:08,0,2
2553,34,blue-collar,Male,married,0,147,1,0,telephone,2,jun,3,-1,0,9:26:03,9:27:23,0,2
2554,34,technician,Male,married,0,51,1,0,telephone,5,may,2,-1,0,13:40:29,13:40:48,0,3
2555,32,management,Female,married,0,3154,0,0,cellular,20,apr,2,150,2,11:19:15,11:20:51,0,1
2556,30,management,Male,single,0,3289,0,0,cellular,2,jun,1,-1,0,11:47:46,11:49:37,0,3
2557,54,admin,Female,divorced,0,1872,0,0,cellular,13,feb,5,-1,0,10:44:55,10:52:14,1,2
2558,36,technician,Female,single,1,-487,1,0,cellular,17,apr,1,-1,0,11:01:27,11:19:27,1,1
2559,33,management,Female,single,0,224,0,0,cellular,23,jun,2,107,2,11:32:38,11:38:20,1,3
2560,55,blue-collar,Male,married,0,82,1,0,telephone,8,may,2,-1,0,16:14:02,16:18:54,0,3
2561,30,blue-collar,Male,single,1,447,0,0,telephone,14,may,6,-1,0,12:35:33,12:37:16,0,1
